,0,1,2,3,4,5,6,7
0,Land utilization (temporary cropped area) 2008,,,,,,,
1,,,,,,,,
2, Upazila, Current fallow,Temporary cropped area,Temporary cropped area,Temporary cropped area,Temporary cropped area,Temporary cropped area,Productivity of crop
3, Upazila, Current fallow,Single,Double,Triple,Net,Gross,Productivity of crop
4,Daulotpur,3646,10250,11454,7075,28779,54383,189
5,Gheor,138,10678,8449,4088,23215,39840,172
6,Horirampur,303,14072,7664,3879,25615,41037,160
7,Manikganj Sadar,385,14055,13053,3696,30804,51249,166
8,Saturia,88,13136,3821,4360,21317,33858,159
9,Shibalaya,700,11588,10738,3050,25376,42214,166
10,Singair,131,11645,15453,4493,31591,56030,177
11,Total,5390,85424,70632,30641,186697,318611,171
