,0,1,2,3,4,5,6,7,8
0,"Number of filling station, fire brigade station, police station, camp, union land (tohsil) office, BOP (BGB camp), cyber cafe 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Filling station,Fire brigade station,Police station/ camp,Union land (tohsil) office,Sub- registry office,BOP (BGB camp),ISP provider,Cyber cafe
3,Daulotpur,0,0,1,8,1,0,0,0
4,Gheor,1,1,1,7,1,0,0,0
5,Horirampur,0,0,1,13,1,0,0,18
6,Manikganj Sadar,6,1,2,10,1,0,0,32
7,Saturia,1,0,2,9,1,0,0,0
8,Shibalaya,3,0,2,7,1,0,0,0
9,Singair,2,0,2,11,1,0,0,0
10,Total,13,2,11,65,7,0,0,50
