,0,1,2,3
0,Number of co-operative society 2011,,,
1,Upazila,Number,Number of employee,Number of client
2,Daulotpur,92,4,2341
3,Gheor,411,5,3035
4,Horirampur,240,32,11791
5,Manikganj Sadar,587,42,13285
6,Saturia,91,11,6771
7,Singair,668,25,14007
8,Shibalaya,165,18,8940
9,Total,2254,137,60170
