,0,1,2,3,4,5,6,7,8
0,"Area and production of lentil (masur), mug and maize crops 2009-10",,,,,,,,
1,(Area in acre and production in metric ton),,,,,,,,
2,Upazila Upazila Amtali Bamna Barguna Sadar Betagi Patharghata Total,Lentil (Masur) Area 126 14 77 35 0 252,Lentil (Masur) Production 13 2 16 58 0 89,Mug Area 1350 57 158 329 4200 6094,Mug Production 203 9 18 73 1260 1563,Maize Area 0 18 0 58 50 126,Maize Production 0 13 0 68 30 111,,
3,Upazila,Gram,Gram,Motor,Motor,Khesari,Khesari,Mash-kalai,Mash-kalai
4,Upazila,Area,Production,Area,Production,Area,Production,Area,Production
5,Amtali,94,28,0,0,6200,1860,0,0
6,Bamna,4,1,0,0,800,110,0,0
7,Barguna Sadar,0,0,0,0,1755,47,0,0
8,Betagi,38,11,0,0,170,59,0,0
9,Patharghata,21,9,0,0,12200,3050,0,0
10,Total,157,49,0,0,21125,5126,0,0
