,0,1,2,3,4,5,6,7,8
0,"Number of secondary school, teacher and student by municipality 2011",,,,,,,,
1,,,,,,,,,
2,Upazila,Number of Institute,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
3,Upazila,Number of Institute,Male,Female,Total,Male,Female,Total,Students per teacher
4,Amtali,3,43,15,58,1174,1162,2336,40
5,Bamna,0,0,0,0,0,0,0,0
6,Barguna Sadar,7,105,44,149,1781,2058,3839,26
7,Betagi,1,19,5,24,84,0,841,35
8,Patharghata,4,40,11,51,486,397,883,17
9,Total,15,207,75,282,3525,3617,7899,28
