,0,1,2,3,4,5,6
0,"Area, population and density by municipality 2011",,,,,,
1,,,,,,,
2,Upazila,Name of municipality,Area (In sq. km.),Population census-2011,Population census-2011,Population census-2011,Density per sq.km.
3,Upazila,Name of municipality,Area (In sq. km.),Male,Female,Both sex,Density per sq.km.
4,Amtali,Amtali,8.75,8701,8610,17311,1978
5,Bamna,-,0,0,0,0,0
6,Barguna Sadar,Barguna,15.58,16697,15538,32235,2069
7,Betagi,Betagi,7.72,5111,5093,10204,1322
8,Patharghata,Patharghata,13.11,8637,8540,17177,1310
9,Total,-,45.16,39146,37781,76927,1703
