,0,1,2,3,4,5,6,7,8,9,10
0,"Number of primary school (Class I-V), teacher and student by municipality 2011",,,,,,,,,,
1,,,,,,,,,,,
2, Municipality,Primary school,Primary school,Primary school,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
3, Municipality,Govt.,Non- govt.,Total,Govt.,Non- govt.,Total,Govt.,Non- govt.,Total,Students per teacher
4,Mathbaria,3,9,12,31,53,84,1556,1689,3245,38
5,Pirojpur Sadar,30,6,36,170,22,192,3791,702,4493,23
6,Swarupkati,7,1,8,48,4,52,2000,221,2221,43
7,Total,40,16,56,249,79,328,7347,2612,9959,31
