,0,1,2,3,4
0,Number of establishment in cottage industries and person engaged 2011,,,,
1,Pabna,,,,
2,,,,,
3,Upazila Upazila 1,Number of unit Number of unit 2,Person engaged Family 3,Person engaged Hired 4,Person engaged Total 5
4,Atgharia,20,20,80,100
5,Bera,32,32,0,32
6,Bhangura,311,325,55,380
7,Chatmohar,1502,1528,37,1565
8,Faridpur,609,1069,147,1216
9,Ishwardi,512,420,512,932
10,Pabna Sadar,2544,2618,1837,4455
11,Santhia,4287,4895,993,5888
12,Sujanagar,228,400,60,460
13,Total,10045,11307,3721,15028
