,0,1,2,3,4,5,6,7
0,Average price of selected item 2011,,,,,,,
1,Pabna,,,,,,,
2,"(Taka, kg)",,,,,,,
3,Upazila 1,Fine rice (minicate) 2,Medium rice 3,Coarse rice (normal rice) 4,Wheat 5,Coarse flour (aata) 6,Potato 7,Soyabean oil 8
4,Atgharia,44,30,25,20,30,10,120
5,Bera,42,36,30,20,23,15,125
6,Bhangura,45,35,30,22,26,15,120
7,Chatmohar,40,32,23,22,30,15,120
8,Faridpur,42,29,26,17,24,12,115
9,Ishwardi,40,35,26,22,26,12,122
10,Pabna Sadar,44,38,26,22,28,12,132
11,Santhia,44,38,32,20,28,10,125
12,Sujanagar,42,30,27,17,27,8,125
13,Average,43,34,27,20,27,12,126
