,0,1,2,3,4,5,6
0,"Number and area of pond, dighee and other watery area 2010-2011",,,,,,
1,(Area in acre),,,,,,
2,Upazila Upazila 1,Pond Number 2,Pond Area 3,Dighee Number 4,Dighee Area 5,Other watery area Other watery area 6,Total Area Total Area 7
3,Atgharia,6776,1818,0,0,605,2423
4,Bera,2988,419,32,36,1349,1805
5,Bhangura,1918,1309,0,0,2691,4000
6,Chatmohar,3833,4004,50,200,6175,10379
7,Faridpur,645,325,0,0,5465,5790
8,Ishwardi,2322,48977,5,80,120,50975
9,Pabna Sadar,14288,5108,1,13,19,1544
10,Santhia,7155,4591,20,7,1905,6503
11,Sujanagar,3818,2231,0,0,19112,21344
12,Total,43743,68782,108,337,37442,104763
