,0,1,2,3,4,5
0,Population and density by municipality 2011,,,,,
1,Pabna,,,,,
2,,,,,,
3,Municipality Municipality 1,Area of municipality (in sq. km.) Area of municipality (in sq. km.) 2,Population Male 3,Population Female 4,Population Total 5,Density per sq.km. Density per sq.km. 6
4,Atgharia,9.9,6706,6980,13686,845
5,Bera,18.3,25034,25034,50068,1055
6,Bhangura,5.13,10097,10509,20606,899
7,Chatmohar,15.4,7077,7366,14443,939
8,Faridpur,9.63,7005,7005,14010,947
9,Ishwardi,31.10,33790,32465,66255,1251
10,Pabna,27.2,73665,70777,144442,1345
11,Santhia,26.0,19739,18965,38704,1147
12,Sujanagar,11.0,12476,12985,25461,821
13,Total,153.66,195589,192086,387675,1135
