,0,1,2,3,4
0,Area and production of turmeric and ginger 2009-10,,,,
1,(Area in acre and production in metric ton),,,,
2,Upazila Upazila 1,Turmeric Area 2,Turmeric Production 3,Ginger Area 4,Ginger Production 5
3,Atgharia,309,871,0,0
4,Bera,50,60,0,0
5,Bhangura,31,50,0,0
6,Chatmohar,169,545,0,0
7,Faridpur,36,75,0,0
8,Ishwardi,1429,3614,7,33
9,Pabna Sadar,906,951,16,19
10,Santhia,330,1942,0,0
11,Sujanagar,59,95,0,0
12,Total,3319,8203,23,52
