,0,1,2,3,4
0,Number of rice mill and person engaged 2011,,,,
1,Pabna,,,,
2,,,,,
3,Upazila Upazila 1,Number of unit Number of unit 2,Person engaged Male 3,Person engaged Female 4,Person engaged Total 5
4,Atgharia,20,100,60,160
5,Bera,13,45,21,66
6,Bhangura,25,105,45,150
7,Chatmohar,83,113,132,245
8,Faridpur,19,51,63,114
9,Ishwardi,151,375,200,1575
10,Pabna Sadar,244,680,258,1138
11,Santhia,26,154,86,240
12,Sujanagar,79,145,125,270
13,Total,660,1768,990,3958
