,0,1,2,3,4,5,6,7,8
0,"Number of kindergarten school (pre schooling), teacher and student 2011",,,,,,,,
1,,,,,,,,,
2,Upazila Upazila 1,Number of kindergarten school Number of kindergarten school 2,Number of teacher Male 3,Number of teacher Female 4,Number of teacher Total 5,Number of student Male 6,Number of student Female 7,Number of student Total 8,Student per teacher Student per teacher 9
3,Atgharia,14,40,44,84,805,1015,1820,22
4,Bera,34,150,305,455,3415,3686,7101,16
5,Bhangura,6,27,31,58,753,746,1499,25
6,Chatmohar,21,84,63,147,1405,702,2107,14
7,Faridpur,4,7,11,18,86,237,323,18
8,Ishwardi,27,52,63,115,1600,1572,3172,28
9,Pabna Sadar,86,82,436,518,3005,3052,6057,12
10,Santhia,38,114,76,190,1505,1231,2736,14
11,Sujanagar,31,31,124,155,2002,2059,4061,26
12,Total,261,587,1153,1740,14576,14300,28876,17
