,0,1,2,3,4,5,6,7,8
0,"Number of school  college (operating jointly), teacher and student 2011",,,,,,,,
1,,,,,,,,,
2,Upazila Upazila 1,Number of institution Number of institution 2,Number of teacher Male 3,Number of teacher Female 4,Number of teacher Total 5,Number of student Male 6,Number of student Female 7,Number of student Total 8,Student per teacher Student per teacher 9
3,Atgharia,-,-,-,-,-,-,-,-
4,Bera,1,32,8,40,672,400,1072,27
5,Bhangura,1,26,8,34,384,274,658,19
6,Chatmohar,1,16,2,18,366,257,623,35
7,Faridpur,1,29,5,34,244,235,479,14
8,Ishwardi,2,21,9,30,315,410,725,24
9,Pabna Sadar,8,166,68,234,3288,3261,6549,28
10,Santhia,4,84,22,106,1981,1919,3900,37
11,Sujanagar,5,102,9,111,2501,914,3415,31
12,Total,29,476,131,607,9751,7670,17421,29
