,0,1,2,3,4,5,6,7,8,9,10
0,"Number of primary school(class I-V), teacher and student by municipality 2011",,,,,,,,,,
1,,,,,,,,,,,
2, Municipality,Primary school,Primary school,Primary school,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
3, Municipality,Govt.,Non- Govt.,Total,Govt.,Non- Govt.,Total,Govt.,Non- Govt.,Total,Students per teacher
4,Chandpur Sadar,30,8,38,208,35,243,12177,993,13170,54
5,Foridganj,11,4,15,67,11,78,2189,759,2958,38
6,Haimchar,0,0,0,0,0,0,0,0,0,0
7,Hajiganj,8,7,15,76,24,100,4667,1207,5874,59
8,Kachua,5,3,8,47,11,58,2221,488,2709,46
9,Matlab Dakshin,16,10,26,116,35,151,4936,1591,6527,44
10,Matlab Uttar,15,4,19,105,16,121,4920,1050,5970,49
11,Shahrasti,8,2,10,67,9,76,2940,320,3260,43
12,Total,93,38,131,686,141,827,34050,6408,40468,48
