,0,1,2,3,4,5
0,Average rate of vehicle per kilo meter 2011,,,,,
1,(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka)
2,"
Upazila",Vehicle,Vehicle,Vehicle,Vehicle,Vehicle
3,"
Upazila",Rickshaw,Rickshaw van,Easy bike,Auto rickshaw,Tempo
4,Chandpur Sadar,15,10,10,5,5
5,Foridganj,15,30,5,4,4
6,Haimchar,20,60,10,14,0
7,Hajiganj,10,20,10,5,5
8,Kachua,20,20,10,5,5
9,Matlab Dakshin,10,20,10,5,4
10,Matlab Uttar,10,20,15,10,5
11,Shahrasti,10,20,5,5,5
12,Average,14,25,9,7,4
