,0,1,2,3,4,5
0,Use of chemical fertilizer 2010-11,,,,,
1,Upazila,UREA,TSP,MP,DAP,Other
2,Chandpur Sadar,5030,790,550,360,445
3,Foridganj,4860,2200,1790,200,620
4,Haimchar,1490,290,70,150,10
5,Hajiganj,4000,1500,1200,50,50
6,Kachua,7260,1900,1360,650,293
7,Matlab Dakshin,4420,1000,1210,370,130
8,Matlab Uttar,6410,1060,770,0,200
9,Shahrasti,3050,900,420,125,160
10,Total,36520,9640,7370,1905,1908
