,0,1,2,3,4,5
0,"Name of land, river, sea port, important or historical,  tourist places, objects, important , famous crop or food production 2011",,,,,
1,"

Upazila","
Name of Land/River port","
Name of Important or historical/ Tourist places","Name of important
/famous crop or food production","Customer care service Provider’s
name of cell phone operators","Distance between district head quarter & upazila by road
(km)"
2,Chandpur Sadar,"Chandpur nodi
bandar",-,Rice,"Grameen Phone &
Robi",-
3,Foridganj,-,Sahebganj Nilkhoti,Rice,Grameen Phone,18
4,Haimchar,-,-,Rice,Grameen Phone,18
5,Hajiganj,-,Hajiganj Boro Moszid,Patato,Grameen Phone,20
6,Kachua,-,Mansamura,Rice,Grameen Phone,48
7,Matlab Dakshin,-,Janypur Khanka Shorif,Rice,Grameen Phone,18
8,Matlab Uttar,-,Langtar Mazar Badarpur,Rice,Grameen Phone,33
9,Shahrasti,-,Shahrasti Mazar,Rice,Grameen Phone,37
