,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Sonali and Janata bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Thana/ Upazila,Sonali Bank,Sonali Bank,Sonali Bank,Sonali Bank,Sonali Bank,Janata Bank,Janata Bank,Janata Bank,Janata Bank,Janata Bank
3, Thana/ Upazila,Number of branch,Account,Account,Account,Account,Number of branch,Account,Account,Account,Account
4, Thana/ Upazila,Number of branch,S.D,C.D,F.D,S.T.D,Number of branch,S.D,C.D,F.D,S.T.D
5,Chandpur Sadar,4,17992,1602,476,148,4,17496,1219,367,68
6,Foridganj,2,23220,1730,926,59,2,27781,804,303,34
7,Haimchar,1,18,0,167,18,0,0,0,0,0
8,Hajiganj,2,18858,1161,299,52,1,7425,199,207,25
9,Kachua,3,38675,1524,297,14,3,35268,1343,318,82
10,Matlab Dakshin,1,11050,460,170,33,1,0,272,144,5
11,Matlab Uttar,3,23299,996,813,42,3,27963,948,903,14
12,Shahrasti,4,19694,1401,321,40,1,18287,478,149,10
13,Total,20,152806,8874,3469,406,15,134220,5263,2391,238
