,0,1,2,3,4,5,6
0,Area and production of oil seed by type 2010-11,,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Rape & mustard - Area,Rape & mustard - Production,Ground nut - Area,Ground nut - Production,Til - Area,Til - Production
3,Bakshiganj,5855,2297,0,0,22,5
4,Dewanganj,6545,2570,555,319,617,200
5,Islampur,11350,4540,500,320,875,350
6,Jamalpur Sadar,195,599,47,53,28,7
7,Madarganj,4115,1710,0,0,18,7
8,Melandaha,957,356,20,7,0,0
9,Sarishabari,1783,536,82,42,30,10
10,Total,30800,12608,1204,741,1590,579
