,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Sonali and Janata bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Sonali bank - Number of branch,Sonali bank - Account - S.D,Sonali bank - Account - C.D,Sonali bank - Account - F.D,Sonali bank - Account - S.T.D,Janata bank - Number of branch,Janata bank - Account - S.D,Janata bank - Account - C.D,Janata bank - Account - F.D,Janata bank - Account - S.T.D
3,Bakshiganj,1,8958,1409,1300,12,2,10171,938,75,32
4,Dewanganj,3,1688,11062,220,47,1,294,34,17,4
5,Islampur,1,6500,600,0,35,1,297,58,30,1
6,Jamalpur Sadar,7,24847,255,862,171,3,9916,2400,98,53
7,Madarganj,1,15198,792,443,56,2,28200,556,156,28
8,Melandaha,2,513,28,260,29,1,774,262,2,3
9,Sarishabari,4,2900,3372,193,32,2,103,1672,81,23
10,Total,19,60604,17518,3278,382,12,49755,5920,459,144
