,0,1,2,3,4
0,"Area and production at water melon, melon (bangi) in following years",,,,
1,,,,,
2,(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton)
3, Upazila,2010-11,2010-11,2009-10,2009-10
4, Upazila,Area,Production,Area,Production
5,Assasuni,0,0,0,0
6,Debhata,0,0,0,0
7,Kalaroa,0,0,0,0
8,Kaliganj,6,15,7,17
9,Satkhira Sadar,0,0,0,0
10,Shyamnagar,11,150,63,873
11,Tala,0,0,0,0
12,Total,17,165,70,890
